months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,blank_cells,has_umbrella,umbrella_limit_missing,policy_annual_premium_missing,policy_deductible_missing,claim_sum_parts,claim_recon_error,claim_recon_flag,log1p_total_claim_amount,log1p_injury_claim,log1p_property_claim,log1p_vehicle_claim,coverage_proxy,premium_per_coverage,deductible_ratio,agi_simple
150.0,30.0,290162,1994/03/12,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100.0,0,2015/01/10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590.0,510.0,510.0,3570,Volkswagen,Jetta,2013,N,0,0,0,0,0,4590.0,0.0,0,8.431853144249223,6.236369590203704,6.236369590203704,8.18060094759445,300000.0,0.005590866666666666,0.0033333333333333335,0.005592730288888888
463.0,59.0,638155,1994/08/03,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,51700.0,0,2015/02/12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400.0,7240.0,14480.0,50680,Chevrolet,Tahoe,1999,Y,0,0,0,0,0,72400.0,0.0,0,11.189975390433116,8.88751459738882,9.580592724328602,10.833306365889976,500000.0,0.00195946,0.002,0.001959851892
472.0,64.0,911429,2012/08/25,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0.0,0,2015/02/21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900.0,14180.0,7090.0,49630,Mercedes,ML350,2002,N,0,0,0,0,0,70900.0,0.0,0,11.16903981679311,9.559658319461349,8.866581653303996,10.81237091748186,500000.0,0.00197848,0.001,0.001978677848
75.0,25.0,106186,2011/12/02,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0.0,0,2015/01/18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100.0,6510.0,6510.0,52080,Saab,93,2011,N,0,0,0,0,0,65100.0,0.0,0,11.083695189061784,8.781248333236862,8.781248333236862,10.860555477926988,1000000.0,0.00138986,0.001,0.0013899989859999999
193.0,40.0,311783,2005/02/25,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0.0,0,2015/02/28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,64260.0,0.0,14280.0,49980,Ford,Escape,1999,N,0,0,0,0,0,64260.0,0.0,0,11.070708194329034,0.0,9.566685261452934,10.819398212191988,300000.0,0.004112833333333333,0.0016666666666666668,0.0041135188055555555
43.0,43.0,528385,1997/11/07,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0.0,0,2015/01/19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,?,2,1,?,79970.0,7270.0,21810.0,50890,Honda,CRV,1996,Y,0,0,0,0,0,79970.0,0.0,0,11.289419347937011,8.891649112650057,9.990169708671852,10.837441369615792,1000000.0,0.00132039,0.0005,0.0013204560195000002
253.0,41.0,228403,2004/04/20,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600.0,0,2015/01/11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,56610.0,6290.0,6290.0,44030,Chevrolet,Tahoe,1995,N,0,0,0,0,0,56610.0,0.0,0,10.943958591598234,8.74687531957003,8.74687531957003,10.692649210279308,300000.0,0.004783633333333333,0.0033333333333333335,0.004785227877777777
152.0,30.0,209177,2009/11/17,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,58600.0,0,2015/02/11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,?,84590.0,7690.0,7690.0,69210,Toyota,Highlander,2000,Y,0,0,0,0,0,84590.0,0.0,0,11.34558315695652,8.947806093057054,8.947806093057054,11.144915088510604,1000000.0,0.00144854,0.0005,0.001448612427
160.0,38.0,497929,2009/09/19,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0.0,43800,2015/01/09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780.0,7420.0,14840.0,44520,Mercedes,ML350,1996,N,0,0,0,0,0,66780.0,0.0,0,11.109173887928804,8.912069097970134,9.605148899895818,10.703716266952132,500000.0,0.0034671199999999998,0.001,0.0034674667119999995
56.0,36.0,735844,2009/11/08,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,0.0,28800,2015/01/20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500.0,0.0,6500.0,52000,Ford,Escape,2001,N,0,0,0,0,0,58500.0,0.0,0,10.97679912709094,0.0,8.77971129020447,10.859018228147889,300000.0,0.005110233333333333,0.0016666666666666668,0.005111085038888888
286.0,41.0,710741,2001/09/12,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,45500.0,62500,2015/02/26,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,0,NO,5000.0,500.0,500.0,4000,Dodge,RAM,2003,N,0,0,0,0,0,5000.0,0.0,0,8.517393171418904,6.2166061010848646,6.2166061010848646,8.294299608857235,300000.0,0.0036892333333333333,0.0016666666666666668,0.0036898482055555556
3.0,29.0,276804,1992/11/27,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0.0,0,2015/02/02,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,1,?,5000.0,500.0,1000.0,3500,Mercedes,E400,2008,Y,0,1,0,0,0,5000.0,0.0,0,8.517393171418904,6.2166061010848646,6.90875477931522,8.160803920954665,300000.0,0.0033190000000000003,0.0016666666666666668,0.003319553166666667
286.0,41.0,507545,1998/12/07,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,71300.0,70300,2015/01/04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,?,1,3,YES,54450.0,6050.0,12100.0,36300,Saab,92x,2007,N,0,1,0,0,0,54450.0,0.0,0,10.905056493665374,8.707978826622321,9.401043372798052,10.499600568082863,500000.0,0.0025976999999999997,0.002,0.0025982195399999997
239.0,38.0,485642,1990/08/25,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0.0,0,2015/02/19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,?,61920.0,6880.0,6880.0,48160,Saab,93,2003,N,0,1,0,0,0,61920.0,0.0,0,11.033614658004002,8.83651926920248,8.83651926920248,10.782304843886733,500000.0,0.00255346,0.002,0.002553970692
64.0,29.0,796375,2011/10/22,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0.0,61400,2015/01/12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,?,1,2,NO,43700.0,4370.0,4370.0,34960,Nissan,Pathfinder,2007,Y,0,0,0,0,0,43700.0,0.0,0,10.685126264117056,8.382747094863314,8.382747094863314,10.461988433479377,500000.0,0.00240456,0.004,0.002405521824
98.0,31.0,171183,1990/02/01,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0.0,26400,2015/01/24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,?,2,0,?,64080.0,7120.0,7120.0,49840,Ford,Escape,1997,N,0,0,0,0,0,64080.0,0.0,0,11.06790318711361,8.870803443982124,8.870803443982124,10.816593217465508,300000.0,0.002239733333333333,0.0016666666666666668,0.0022401066222222216
16.0,35.0,110084,1990/11/27,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,59300.0,31400,2015/02/17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,?,55000.0,10000.0,10000.0,35000,Volkswagen,Jetta,2008,Y,0,0,0,0,0,55000.0,0.0,0,10.915106645867503,9.210440366976515,9.210440366976515,10.463131911491969,500000.0,0.0027160599999999997,0.002,0.0027166032119999997
70.0,27.0,714784,2004/07/16,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000.0,0,2015/01/13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,?,4400.0,0.0,550.0,3850,Toyota,Camry,2000,N,0,1,0,0,0,4400.0,0.0,0,8.38958706681109,0.0,6.311734809152915,8.25608813381491,500000.0,0.0020175799999999997,0.002,0.0020179835159999998
75.0,27.0,143924,1993/12/10,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0.0,0,2015/02/28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,71640.0,5970.0,11940.0,53730,Toyota,Highlander,2008,N,0,0,0,0,0,71640.0,0.0,0,11.179422814759526,8.694669696546992,9.387733135533384,10.891745395126074,300000.0,0.0038036666666666666,0.0033333333333333335,0.0038049345555555554
246.0,44.0,996850,1995/03/08,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,0.0,0,2015/01/03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740.0,6860.0,6860.0,48020,Accura,MDX,1997,N,0,0,0,0,0,61740.0,0.0,0,11.030703494879951,8.833608482690892,8.833608482690892,10.779393694214807,300000.0,0.004656666666666667,0.0033333333333333335,0.004658218888888888
110.0,27.0,284834,2009/08/03,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,0.0,66200,2015/02/05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,?,0,3,?,57500.0,5750.0,5750.0,46000,Audi,A3,2010,N,0,0,0,0,0,57500.0,0.0,0,10.959557617938565,8.657129031713755,8.657129031713755,10.736418414365376,1000000.0,0.00166466,0.001,0.001664826466
236.0,39.0,830878,1996/11/03,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,0.0,63900,2015/01/01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,?,8700.0,870.0,1740.0,6090,Accura,RSX,2003,N,0,1,0,0,0,8700.0,0.0,0,9.071193240566023,6.769641976852503,7.462214939768189,8.714567550836485,500000.0,0.0023027800000000004,0.002,0.002303240556
267.0,46.0,270208,2004/08/09,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,0.0,0,2015/01/06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,?,77100.0,15420.0,7710.0,53970,Volkswagen,Jetta,1996,N,0,0,0,0,0,77100.0,0.0,0,11.252871529635922,9.643485495857655,8.95040315983296,10.896202144253335,300000.0,0.005153366666666667,0.006666666666666667,0.005156802244444444
463.0,57.0,407958,1991/07/20,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0.0,0,2015/02/03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400.0,6600.0,6600.0,46200,Dodge,Neon,1995,N,0,0,0,0,0,59400.0,0.0,0,10.992066340225865,8.79497643168877,8.79497643168877,10.740756721857226,500000.0,0.00212734,0.001,0.002127552734
303.0,46.0,832300,2005/01/14,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,0.0,0,2015/02/12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890.0,9980.0,4990.0,39920,Toyota,Corolla,2006,N,0,0,0,0,0,54890.0,0.0,0,10.913104679632676,9.208438564686588,8.515391569469609,10.594657780211852,300000.0,0.0023638,0.0033333333333333335,0.0023645879333333334
137.0,30.0,927205,2011/12/16,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,55600.0,59700,2015/02/16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,?,2,1,?,74030.0,6730.0,13460.0,53840,Chevrolet,Tahoe,2005,N,0,0,0,0,0,74030.0,0.0,0,11.212239203383191,8.814479000010714,9.507551894644092,10.893790537697386,500000.0,0.0020791,0.001,0.00207930791
56.0,42.0,655356,1996/07/07,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,0.0,0,2015/02/25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,?,1,2,YES,61490.0,11180.0,11180.0,39130,BMW,X5,1998,N,0,0,0,0,0,61490.0,0.0,0,11.026646101622235,9.321971188147367,9.321971188147367,10.574670270717425,500000.0,0.0026787800000000004,0.001,0.0026790478780000003
75.0,27.0,831053,1992/08/05,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900.0,90100,2015/01/21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560.0,6630.0,13260.0,59670,Volkswagen,Passat,2003,N,0,0,0,0,0,79560.0,0.0,0,11.284279302019131,8.799510901368867,9.4925826756776,10.996601419215988,500000.0,0.0024055,0.002,0.0024059811
131.0,33.0,432740,1990/10/09,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,0.0,65200,2015/01/28,Parked Car,?,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,?,0,1,NO,4900.0,490.0,490.0,3920,Toyota,Camry,2010,N,0,0,0,0,0,4900.0,0.0,0,8.497194544909547,6.19644412779452,6.19644412779452,8.27410200229233,300000.0,0.0036039,0.006666666666666667,0.0036063026
153.0,34.0,893853,1994/02/27,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600.0,61400,2015/02/27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,0,NO,77770.0,14140.0,14140.0,49490,Nissan,Pathfinder,2000,N,0,0,0,0,0,77770.0,0.0,0,11.26152389003502,9.556833658307776,9.556833658307776,10.809546113844034,500000.0,0.00198278,0.001,0.001982978278
255.0,43.0,594988,2007/05/06,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800.0,0,2015/02/10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,?,2,2,?,74700.0,7470.0,14940.0,52290,Nissan,Maxima,2007,Y,0,0,0,0,0,74700.0,0.0,0,11.221248757912162,8.918784137975802,9.611864390851084,10.864579551114822,1000000.0,0.00098402,0.0005,0.000984069201
103.0,26.0,979544,2014/04/21,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300.0,0,2015/01/18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,?,40600.0,4060.0,4060.0,32480,Volkswagen,Passat,2010,N,0,0,0,0,0,40600.0,0.0,0,10.611547975828367,8.309184527686298,8.309184527686298,10.388410581979008,300000.0,0.0045160999999999995,0.0016666666666666668,0.004516852683333333
97.0,28.0,191891,2010/02/11,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0.0,32600,2015/01/13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,?,1,0,?,45270.0,10060.0,10060.0,25150,Jeep,Wrangler,2006,N,0,0,0,0,0,45270.0,0.0,0,10.720421929870149,9.21642184229205,9.21642184229205,10.132652936168832,300000.0,0.0027676999999999997,0.0033333333333333335,0.0027686225666666664
214.0,36.0,831479,2000/06/04,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0.0,0,2015/01/31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,?,47080.0,4280.0,8560.0,34240,Saab,93,2006,N,0,1,0,0,0,47080.0,0.0,0,10.75962480159044,8.361941906144946,9.054972284742483,10.44117903543668,300000.0,0.0032914,0.006666666666666667,0.003293594266666666
438.0,57.0,714346,1991/10/05,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0.0,0,2015/01/15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,?,0,0,NO,40700.0,4070.0,4070.0,32560,Volkswagen,Passat,2000,Y,0,0,0,0,0,40700.0,0.0,0,10.614007941153416,8.31164394850298,8.31164394850298,10.390870532175567,1000000.0,0.00111929,0.0005,0.0011193459645000002
87.0,27.0,326289,2004/01/03,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0.0,0,2015/02/13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,?,2,1,YES,34650.0,6300.0,3150.0,25200,Ford,F150,1996,N,0,0,0,0,0,34650.0,0.0,0,10.453081864230466,8.748463629942055,8.055475141757274,10.134638955251866,300000.0,0.0034946333333333336,0.0016666666666666668,0.0034952157722222222
27.0,28.0,944537,1992/07/23,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0.0,0,2015/02/13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,?,2,0,?,3200.0,400.0,400.0,2400,Jeep,Grand Cherokee,2012,N,0,0,0,0,0,3200.0,0.0,0,8.071218539969863,5.993961427306569,5.993961427306569,7.783640596221253,1000000.0,0.0010744700000000001,0.001,0.0010745774470000001
206.0,42.0,779156,1993/10/10,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0.0,74200,2015/01/03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,?,1,1,NO,78980.0,7180.0,14360.0,57440,Saab,92x,1997,Y,0,0,0,0,0,78980.0,0.0,0,11.27696259619376,8.879193928110318,9.57227147806062,10.958513613041315,1000000.0,0.00123076,0.001,0.001230883076
127.0,31.0,856153,2002/07/09,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,58200.0,0,2015/01/13,Parked Car,?,Minor Damage,,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160.0,560.0,1120.0,4480,Nissan,Ultima,1996,N,0,0,0,0,0,6160.0,0.0,0,8.725994381014571,6.329720905522696,7.02197642307216,8.407601514786142,1000000.0,0.00125502,0.0005,0.001255082751
422.0,60.0,473338,2010/11/14,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600.0,67800,2015/02/14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250.0,15500.0,7750.0,62000,Mercedes,E400,1999,N,0,0,0,0,0,85250.0,0.0,0,11.353355125282244,9.648659816955297,8.955577146281511,11.034905792929417,300000.0,0.005185066666666667,0.0033333333333333335,0.005186795022222222
303.0,50.0,521694,1997/03/03,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0.0,0,2015/01/20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840.0,12140.0,6070.0,54630,Dodge,Neon,2010,N,0,1,0,0,0,72840.0,0.0,0,11.196034262467789,9.404343433543977,8.711278615130434,10.908356766182871,300000.0,0.0027870333333333335,0.006666666666666667,0.0027888913555555554
228.0,40.0,136520,1997/03/01,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700.0,0,2015/01/18,Parked Car,?,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,?,0,2,NO,6050.0,1100.0,1100.0,3850,Toyota,Camry,2010,N,0,0,0,0,0,6050.0,0.0,0,8.707978826622321,7.00397413672268,7.00397413672268,8.25608813381491,300000.0,0.0048366,0.0016666666666666668,0.004837406099999999
239.0,39.0,730819,1990/08/18,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200.0,37000,2015/01/03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,87890.0,15980.0,7990.0,63920,BMW,X6,2014,Y,0,0,0,0,0,87890.0,0.0,0,11.38385268935265,9.679155795585109,8.986071187374463,11.065403224873476,500000.0,0.0012501600000000002,0.004,0.0012506600640000002
330.0,47.0,912665,2014/05/28,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,chess,wife,0.0,56400,2015/03/01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,?,0,2,YES,60500.0,11000.0,5500.0,44000,Ford,F150,1999,Y,0,0,0,0,0,60500.0,0.0,0,11.010415172807951,9.305741456739437,8.612685172875459,10.691967639914864,300000.0,0.0037775666666666667,0.006666666666666667,0.003780085044444444
128.0,35.0,469966,2004/07/22,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0.0,0,2015/01/01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,?,2,1,NO,88220.0,16040.0,16040.0,56140,Chevrolet,Malibu,2008,N,0,0,0,0,0,88220.0,0.0,0,11.387600308892806,9.682903223616842,9.682903223616842,10.93562166236856,1000000.0,0.0013666,0.0005,0.0013666683300000001
147.0,37.0,952300,2009/08/02,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0.0,48400,2015/01/29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,53680.0,9760.0,4880.0,39040,Accura,MDX,2004,N,0,1,0,0,0,53680.0,0.0,0,10.89081440038412,9.186150133174966,8.493105395887147,10.572367654953077,1000000.0,0.0014399,0.001,0.00144004399
287.0,45.0,322609,2007/07/05,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,golf,not-in-family,0.0,54600,2015/01/10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,NO,0,2,NO,53800.0,5380.0,5380.0,43040,Accura,MDX,2006,N,0,0,0,0,0,53800.0,0.0,0,10.893047333337728,8.59062950948942,8.59062950948942,10.6699084287665,1000000.0,0.00123069,0.001,0.001230813069
142.0,29.0,890280,2010/01/24,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,0.0,48500,2015/01/29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360.0,4530.0,9060.0,40770,Mercedes,E400,1995,Y,0,0,0,0,0,54360.0,0.0,0,10.9034022639752,8.418697944667139,9.11173476822206,10.615726323351591,300000.0,0.004358933333333334,0.006666666666666667,0.004361839288888889
162.0,35.0,431583,2000/05/15,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0.0,0,2015/02/20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340.0,9880.0,4940.0,39520,Toyota,Camry,2001,N,0,0,0,0,0,54340.0,0.0,0,10.903034285460992,9.198369000194964,8.50532301884575,10.584587455185398,1000000.0,0.00112469,0.002,0.001124914938
140.0,35.0,155912,2008/03/21,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0.0,42900,2015/01/21,Parked Car,?,Trivial Damage,,SC,Columbus,3320 5th Hwy,5,1,?,0,2,YES,2860.0,520.0,260.0,2080,Chevrolet,Tahoe,1997,Y,0,0,0,0,0,2860.0,0.0,0,7.95892649305011,6.255750041753367,5.564520407322694,7.640603826393634,300000.0,0.0050692666666666665,0.0033333333333333335,0.005070956422222222
106.0,28.0,110143,1990/05/07,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0.0,0,2015/01/18,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490.0,0.0,1220.0,4270,Saab,95,1999,N,0,0,0,0,0,5490.0,0.0,0,8.610865667278873,0.0,7.107425474110705,8.359603270841466,300000.0,0.0053637,0.006666666666666667,0.0053672758
